label,target,branch_id,winner_fuzzer,loser_fuzzer,signed_target_enrich,decoy_enrich,anti_score,cmplog_target_frac,naive_target_frac,cmplog_decoy_frac,naive_decoy_frac,gate_width,gate_offsets,n_w_seeds,n_l_seeds,cmplog_corpus_n,naive_corpus_n,skip
x,sqlite3,14563,value_profile,naive,0.089,-0.22,-0.309,0.00135,0.00134,0.08742,0.0975,2,104 154,15,10,5918,5594,
