target,fuzzer,trial,n_checkpoints,t_first_s,t_last_s,branch_total,auc_branch_seconds,auc_normalized,final_branches
libxml2,mopt,7,24,3600,86400,62948,665238600.0,0.127634,9016
libxml2,mopt,8,24,3600,86400,62948,688116600.0,0.132023,8872
libxml2,mopt,9,24,3600,86400,62948,668494800.0,0.128258,8777
libxml2,mopt,10,24,3600,86400,62948,649850400.0,0.124681,8335
libxml2,minimizer,1,24,3600,86400,62948,697905000.0,0.133901,9328
libxml2,minimizer,2,24,3600,86400,62948,696830400.0,0.133695,9243
libxml2,minimizer,3,24,3600,86400,62948,692668800.0,0.132896,9101
libxml2,minimizer,4,24,3600,86400,62948,683814600.0,0.131198,9249
libxml2,minimizer,5,24,3600,86400,62948,677064600.0,0.129903,8778
libxml2,minimizer,6,24,3600,86400,62948,691804800.0,0.132731,9080
libxml2,minimizer,7,24,3600,86400,62948,723294000.0,0.138772,9316
libxml2,minimizer,8,24,3600,86400,62948,719469000.0,0.138038,9386
libxml2,minimizer,9,24,3600,86400,62948,705007800.0,0.135264,9285
libxml2,minimizer,10,24,3600,86400,62948,713966400.0,0.136983,9423
libxml2,fast,1,24,3600,86400,62948,707684400.0,0.135777,9318
libxml2,fast,2,24,3600,86400,62948,682524000.0,0.13095,8923
libxml2,fast,3,24,3600,86400,62948,677518200.0,0.12999,9052
libxml2,fast,4,24,3600,86400,62948,649146600.0,0.124546,8421
libxml2,fast,5,24,3600,86400,62948,649069200.0,0.124531,8473
libxml2,fast,6,24,3600,86400,62948,672024600.0,0.128936,8719
libxml2,fast,7,24,3600,86400,62948,723475800.0,0.138807,9401
libxml2,fast,8,24,3600,86400,62948,690265800.0,0.132435,9038
libxml2,fast,9,24,3600,86400,62948,683553600.0,0.131148,9102
libxml2,fast,10,24,3600,86400,62948,664560000.0,0.127503,8791
libxml2,grimoire,1,24,3600,86400,62948,724411800.0,0.138987,9604
libxml2,grimoire,2,24,3600,86400,62948,763075800.0,0.146405,9784
libxml2,grimoire,3,24,3600,86400,62948,747331200.0,0.143384,9748
libxml2,grimoire,4,24,3600,86400,62948,756763200.0,0.145194,9596
libxml2,grimoire,5,24,3600,86400,62948,758788200.0,0.145582,9709
libxml2,grimoire,6,24,3600,86400,62948,747790200.0,0.143472,9663
libxml2,grimoire,7,24,3600,86400,62948,743446800.0,0.142639,9722
libxml2,grimoire,8,24,3600,86400,62948,721249200.0,0.13838,9418
libxml2,grimoire,9,24,3600,86400,62948,755832600.0,0.145015,9741
libxml2,grimoire,10,24,3600,86400,62948,770702400.0,0.147868,9730
