target,branch_id,file,function,line,col,side,source_line,n_decisive_pairs,decisive_pairs,involved_fuzzers,naive_resolved,naive_blocked,naive_unreached,cmplog_resolved,cmplog_blocked,cmplog_unreached,value_profile_resolved,value_profile_blocked,value_profile_unreached,value_profile_cmplog_resolved,value_profile_cmplog_blocked,value_profile_cmplog_unreached,max_prob_div,max_dur_div,max_hit_div
libpng,7332,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_sBIT,1216,8,F,   if ((png_ptr->color_type & PNG_COLOR_MASK_COLOR) != 0),2,"[{""A"":""value_profile"",""B"":""naive"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile"",""loser"":""naive"",""winner_resolved"":8,""loser_blocked"":9,""prob_div"":0.7,""dur_div"":8.85,""hit_div"":1.0},{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":9,""prob_div"":0.7,""dur_div"":8.3,""hit_div"":16.9}]","[""cmplog"", ""naive"", ""value_profile"", ""value_profile_cmplog""]",1,9,0,1,9,0,8,2,0,8,2,0,0.7,8.85,16.9
libpng,7423,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2748,8,T,   if (buffer == NULL),2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""B>A"",""winner"":""naive"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":9,""prob_div"":0.7,""dur_div"":6.1,""hit_div"":1.1},{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":9,""prob_div"":0.7,""dur_div"":8.4,""hit_div"":1.6}]","[""cmplog"", ""naive"", ""value_profile_cmplog""]",8,2,0,1,9,0,8,2,0,8,2,0,0.7,8.4,1.6
libpng,7429,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2789,14,F,      for (; prefix_length < length && buffer[prefix_length] != 0;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":9,""loser_blocked"":8,""prob_div"":0.7,""dur_div"":4.5,""hit_div"":5.0},{""A"":""value_profile"",""B"":""naive"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile"",""loser"":""naive"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":5.3,""hit_div"":2.4}]","[""cmplog"", ""naive"", ""value_profile""]",2,8,0,9,1,0,8,2,0,10,0,0,0.7,5.3,5.0
libpng,7431,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2796,14,F,      for (; prefix_length < length && buffer[prefix_length] != 0;,2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":9,""loser_blocked"":8,""prob_div"":0.7,""dur_div"":4.5,""hit_div"":5.9},{""A"":""value_profile"",""B"":""naive"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile"",""loser"":""naive"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":5.3,""hit_div"":4.5}]","[""cmplog"", ""naive"", ""value_profile""]",2,8,0,9,1,0,8,2,0,10,0,0,0.7,5.3,5.9
libpng,7438,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2810,16,F,      else if (compressed != 0 && prefix_length < length),2,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":9,""loser_blocked"":8,""prob_div"":0.7,""dur_div"":5.55,""hit_div"":5.9},{""A"":""value_profile"",""B"":""naive"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile"",""loser"":""naive"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":5.35,""hit_div"":4.2}]","[""cmplog"", ""naive"", ""value_profile""]",2,8,0,9,1,0,8,2,0,10,0,0,0.7,5.55,5.9
libpng,7397,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_pCAL,2322,43,F,       (type == PNG_EQUATION_ARBITRARY && nparams != 3) ||,2,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":7.2,""hit_div"":139.2},{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":6.9,""hit_div"":134.5}]","[""cmplog"", ""value_profile"", ""value_profile_cmplog""]",1,9,0,2,8,0,2,8,0,8,2,0,0.6,7.2,139.2
libpng,7182,/src/libpng/png.c,OSS_FUZZ_png_free_data,507,8,T,   if (((mask & PNG_FREE_TRNS) & info_ptr->free_me) != 0),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.8,""hit_div"":18.6}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,4,6,0,10,0,0,1.0,11.8,18.6
libpng,7189,/src/libpng/png.c,OSS_FUZZ_png_free_data,649,8,T,   if (((mask & PNG_FREE_PLTE) & info_ptr->free_me) != 0),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.95,""hit_div"":47.4}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,7,3,0,10,0,0,1.0,11.95,47.4
libpng,7247,/src/libpng/pngread.c,OSS_FUZZ_png_read_info,119,19,T,         else if (png_ptr->color_type == PNG_COLOR_TYPE_PALETTE &&,1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.75,""hit_div"":7.4}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,7,3,0,10,0,0,1.0,11.75,7.4
libpng,7252,/src/libpng/pngread.c,OSS_FUZZ_png_read_info,189,16,T,      else if (chunk_name == png_hIST),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":12.0,""hit_div"":156.4}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,5,5,0,10,0,0,1.0,12.0,156.4
libpng,7255,/src/libpng/pngread.c,OSS_FUZZ_png_read_info,244,16,T,      else if (chunk_name == png_tRNS),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.95,""hit_div"":187.3}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,5,5,0,10,0,0,1.0,11.95,187.3
libpng,7256,/src/libpng/pngread.c,OSS_FUZZ_png_read_end,787,8,T,   if (png_ptr->color_type == PNG_COLOR_TYPE_PALETTE &&,1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.7,""hit_div"":2.1}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,10.7,2.1
libpng,7261,/src/libpng/pngread.c,OSS_FUZZ_png_read_end,838,16,T,      else if (chunk_name == png_PLTE),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.05,""hit_div"":3.3}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,4,6,0,10,0,0,1.0,11.05,3.3
libpng,7268,/src/libpng/pngread.c,OSS_FUZZ_png_read_end,917,16,T,      else if (chunk_name == png_tRNS),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.5,""hit_div"":14.8}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,4,6,0,10,0,0,1.0,11.5,14.8
libpng,7275,/src/libpng/pngrtran.c,pngrtran.c:png_init_rgb_transformations,1227,11,F,      if (input_has_transparency == 0),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.75,""hit_div"":15.0}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,11.75,15.0
libpng,7278,/src/libpng/pngrtran.c,OSS_FUZZ_png_init_read_transformations,1493,8,T,   if (png_ptr->color_type == PNG_COLOR_TYPE_PALETTE),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.2,""hit_div"":7.0}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,4,6,0,10,0,0,1.0,11.2,7.0
libpng,7279,/src/libpng/pngrtran.c,OSS_FUZZ_png_read_transform_info,1947,11,T,      if (info_ptr->color_type == PNG_COLOR_TYPE_PALETTE),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.2,""hit_div"":7.0}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,4,6,0,10,0,0,1.0,11.2,7.0
libpng,7281,/src/libpng/pngrtran.c,OSS_FUZZ_png_read_transform_info,1967,14,T,         if (png_ptr->num_trans != 0),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.75,""hit_div"":15.0}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,11.75,15.0
libpng,7293,/src/libpng/pngrtran.c,OSS_FUZZ_png_do_read_transformations,4772,11,T,      if (row_info->color_type == PNG_COLOR_TYPE_PALETTE),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.95,""hit_div"":101.3}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,10.95,101.3
libpng,7343,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_sRGB,1327,8,T,   if (length != 1),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.95,""hit_div"":68.6}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,11.95,68.6
libpng,7376,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_eXIf,2047,8,T,   if (length < 2),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.15,""hit_div"":34.9}]","[""value_profile"", ""value_profile_cmplog""]",0,6,4,10,0,0,0,10,0,10,0,0,1.0,11.15,34.9
libpng,7425,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2767,30,T,   if (prefix_length > 79 || prefix_length < 1),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.85,""hit_div"":53.2}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,10.85,53.2
libpng,7458,/src/libpng/pngrutil.c,OSS_FUZZ_png_read_start_row,4457,11,T,      if (png_ptr->color_type == PNG_COLOR_TYPE_PALETTE),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.2,""hit_div"":7.0}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,4,6,0,10,0,0,1.0,11.2,7.0
libpng,7463,/src/libpng/pngrutil.c,OSS_FUZZ_png_read_start_row,4533,12,T,          (png_ptr->num_trans != 0 &&,1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.75,""hit_div"":16.6}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,11.75,16.6
libpng,7267,/src/libpng/pngread.c,OSS_FUZZ_png_read_end,902,16,T,      else if (chunk_name == png_sPLT),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":9,""loser_blocked"":10,""prob_div"":0.9,""dur_div"":9.95,""hit_div"":4.2}]","[""cmplog"", ""naive""]",0,10,0,9,1,0,7,3,0,9,1,0,0.9,9.95,4.2
libpng,7291,/src/libpng/pngrtran.c,pngrtran.c:png_do_expand,4543,11,F,      if (row_info->bit_depth == 8),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":10,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":10.45,""hit_div"":72.5}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,9,0,1,1,8,10,0,0,0.9,10.45,72.5
libpng,7389,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_pHYs,2180,8,T,   if (length != 9),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":10.5,""hit_div"":66.8}]","[""value_profile"", ""value_profile_cmplog""]",3,7,0,10,0,0,1,9,0,10,0,0,0.9,10.5,66.8
libpng,7416,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_zTXt,2652,31,T,   if (keyword_length > 79 || keyword_length < 1),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":10.55,""hit_div"":154.6}]","[""cmplog"", ""naive""]",1,9,0,10,0,0,4,6,0,10,0,0,0.9,10.55,154.6
