target,branch_id,file,function,line,col,side,source_line,n_decisive_pairs,decisive_pairs,involved_fuzzers,naive_resolved,naive_blocked,naive_unreached,cmplog_resolved,cmplog_blocked,cmplog_unreached,value_profile_resolved,value_profile_blocked,value_profile_unreached,value_profile_cmplog_resolved,value_profile_cmplog_blocked,value_profile_cmplog_unreached,max_prob_div,max_dur_div,max_hit_div
libpng,7482,/src/libpng/pngset.c,OSS_FUZZ_png_set_tRNS,1032,11,F,      if (info_ptr->bit_depth < 16),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":10,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":11.3,""hit_div"":13.6}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,9,0,3,1,6,10,0,0,0.9,11.3,13.6
libpng,7685,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_bKGD,1973,8,T,   if (png_ptr->color_type == PNG_COLOR_TYPE_PALETTE),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":10,""prob_div"":0.9,""dur_div"":9.15,""hit_div"":1.9}]","[""cmplog"", ""value_profile_cmplog""]",0,10,0,0,10,0,3,7,0,9,1,0,0.9,9.15,1.9
libpng,7978,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iCCP,1443,13,F,            keyword[keyword_length+1] == PNG_COMPRESSION_TYPE_BASE),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":9.91,""hit_div"":3.2}]","[""cmplog"", ""value_profile_cmplog""]",,,,0,9,1,9,0,1,9,1,0,0.9,9.91,3.2
libpng,7188,/src/libpng/png.c,OSS_FUZZ_png_free_data,640,8,T,   if (((mask & PNG_FREE_HIST) & info_ptr->free_me) != 0),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":8,""loser_blocked"":10,""prob_div"":0.8,""dur_div"":8.95,""hit_div"":4.1}]","[""value_profile"", ""value_profile_cmplog""]",0,10,0,7,3,0,0,10,0,8,2,0,0.8,8.95,4.1
libpng,7249,/src/libpng/pngread.c,OSS_FUZZ_png_read_info,141,16,T,      else if (chunk_name == png_IEND),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":8.25,""hit_div"":7.6}]","[""cmplog"", ""naive""]",2,8,0,10,0,0,4,6,0,10,0,0,0.8,8.25,7.6
libpng,7289,/src/libpng/pngrtran.c,pngrtran.c:png_do_expand,4541,8,T,       trans_color != NULL),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":10.7,""hit_div"":595.8}]","[""value_profile"", ""value_profile_cmplog""]",0,3,7,10,0,0,2,8,0,10,0,0,0.8,10.7,595.8
libpng,7319,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_PLTE,986,8,T,   if (num > max_palette_length),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":9,""prob_div"":0.8,""dur_div"":7.8,""hit_div"":8.9}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,9,0,3,4,3,9,1,0,0.8,7.8,8.9
libpng,7326,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_IEND,1111,8,T,   if (length != 0),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":8,""loser_blocked"":9,""prob_div"":0.8,""dur_div"":9.12,""hit_div"":2.3}]","[""value_profile"", ""value_profile_cmplog""]",0,3,7,5,4,1,0,9,1,8,2,0,0.8,9.12,2.3
libpng,7461,/src/libpng/pngrutil.c,OSS_FUZZ_png_read_start_row,4477,14,T,         if (png_ptr->num_trans != 0),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":10.75,""hit_div"":31.1}]","[""value_profile"", ""value_profile_cmplog""]",0,3,7,10,0,0,2,8,0,10,0,0,0.8,10.75,31.1
libpng,7483,/src/libpng/pngset.c,OSS_FUZZ_png_set_tRNS,1036,15,T,         if ((info_ptr->color_type == PNG_COLOR_TYPE_GRAY &&,1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":9,""prob_div"":0.8,""dur_div"":9.3,""hit_div"":5.6}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,9,0,2,2,6,9,1,0,0.8,9.3,5.6
libpng,7526,/src/libpng/png.c,png.c:is_ICC_signature_char,1809,11,T,   return it == 32 || (it >= 48 && it <= 57) || (it >= 65 && it <= 90) ||,1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":5.47,""hit_div"":7.4}]","[""cmplog"", ""value_profile_cmplog""]",0,5,5,0,8,2,8,1,1,8,2,0,0.8,5.47,7.4
libpng,7754,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2810,35,F,      else if (compressed != 0 && prefix_length < length),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":10.28,""hit_div"":1.3}]","[""cmplog"", ""value_profile_cmplog""]",0,10,0,0,8,2,5,5,0,8,2,0,0.8,10.28,1.3
libpng,8105,/src/libpng/pngset.c,OSS_FUZZ_png_set_tRNS,1041,14,T,             trans_color->blue > sample_max))),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":10,""prob_div"":0.8,""dur_div"":9.35,""hit_div"":8.0}]","[""cmplog"", ""value_profile_cmplog""]",,,,0,10,0,2,0,8,8,2,0,0.8,9.35,8.0
libpng,7360,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_tRNS,1843,11,F,      if (length != 2),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":8,""prob_div"":0.7889,""dur_div"":8.57,""hit_div"":8.2}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,8,1,2,3,5,9,1,0,0.7889,8.57,8.2
libpng,7375,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_bKGD,2018,44,T,         if (buf[0] != 0 || buf[2] != 0 || buf[4] != 0),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""B>A"",""winner"":""value_profile"",""loser"":""value_profile_cmplog"",""winner_resolved"":9,""loser_blocked"":8,""prob_div"":0.7,""dur_div"":8.35,""hit_div"":3.7}]","[""value_profile"", ""value_profile_cmplog""]",6,4,0,4,6,0,9,1,0,2,8,0,0.7,8.35,3.7
libpng,7424,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2767,8,T,   if (prefix_length > 79 || prefix_length < 1),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""B>A"",""winner"":""naive"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":9,""prob_div"":0.7,""dur_div"":9.0,""hit_div"":1.0}]","[""cmplog"", ""naive""]",8,2,0,1,9,0,9,1,0,5,5,0,0.7,9.0,1.0
libpng,7203,/src/libpng/png.c,OSS_FUZZ_png_colorspace_set_gamma,1146,11,F,"      if (png_colorspace_check_gamma(png_ptr, colorspace, gAMA,",1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":7.7,""hit_div"":29.5}]","[""cmplog"", ""value_profile_cmplog""]",0,10,0,2,8,0,6,4,0,8,2,0,0.6,7.7,29.5
libpng,7330,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_sBIT,1209,11,T,      if (buf[i] == 0 || buf[i] > sample_depth),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":5.95,""hit_div"":3.8}]","[""cmplog"", ""value_profile_cmplog""]",5,5,0,2,8,0,5,5,0,8,2,0,0.6,5.95,3.8
libpng,7378,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_eXIf,2066,8,T,   if (info_ptr->eXIf_buf == NULL),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":6.4,""hit_div"":1.6}]","[""cmplog"", ""value_profile_cmplog""]",2,4,4,2,8,0,7,3,0,8,2,0,0.6,6.4,1.6
libpng,7399,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_pCAL,2323,44,T,       (type == PNG_EQUATION_HYPERBOLIC && nparams != 4)),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":5.5,""hit_div"":25.7}]","[""value_profile"", ""value_profile_cmplog""]",4,3,3,10,0,0,2,8,0,8,2,0,0.6,5.5,25.7
