target,A,B,delta_technique,n_A,n_B,mean_auc_A,mean_auc_B,delta_auc,p_auc,auc_dir,mean_final_A,mean_final_B,delta_final,p_final,final_dir,admissible
libxml2,cmplog,naive,I2S,10,10,114436800.0,112132440.0,2304360.0,0.162,A>B,9177.4,9019.1,158.3,0.0342,A>B,True
libxml2,value_profile,naive,value_profile,10,10,115363710.0,112132440.0,3231270.0,0.0757,A>B,9381.2,9019.1,362.1,0.0101,A>B,True
libxml2,value_profile_cmplog,cmplog,value_profile,10,10,120463980.0,114436800.0,6027180.0,0.0073,A>B,9770.7,9177.4,593.3,0.0002,A>B,True
libxml2,value_profile_cmplog,value_profile,I2S,10,10,120463980.0,115363710.0,5100270.0,0.0452,A>B,9770.7,9381.2,389.5,0.0046,A>B,True
