target,fuzzer,trial,n_checkpoints,t_first_s,t_last_s,branch_total,auc_branch_seconds,auc_normalized,final_branches
sqlite3,mopt,4,24,3600,86400,28832,266103000.0,0.111467,4777
sqlite3,mopt,5,24,3600,86400,28832,385801200.0,0.161606,4759
sqlite3,mopt,6,24,3600,86400,28832,371847600.0,0.155761,4831
sqlite3,mopt,7,24,3600,86400,28832,336870000.0,0.14111,4762
sqlite3,mopt,8,24,3600,86400,28832,255209400.0,0.106903,4779
sqlite3,mopt,9,24,3600,86400,28832,156439800.0,0.06553,1901
sqlite3,mopt,10,24,3600,86400,28832,387486000.0,0.162312,4757
sqlite3,minimizer,1,24,3600,86400,28832,306586800.0,0.128425,5369
sqlite3,minimizer,2,24,3600,86400,28832,357939000.0,0.149935,5473
sqlite3,minimizer,3,24,3600,86400,28832,389340000.0,0.163089,5407
sqlite3,minimizer,4,24,3600,86400,28832,421500600.0,0.17656,5411
sqlite3,minimizer,5,24,3600,86400,28832,401859000.0,0.168333,5444
sqlite3,minimizer,6,24,3600,86400,28832,399256200.0,0.167242,5361
sqlite3,minimizer,7,24,3600,86400,28832,333268200.0,0.139601,5021
sqlite3,minimizer,8,24,3600,86400,28832,349992000.0,0.146606,5474
sqlite3,minimizer,9,24,3600,86400,28832,424177200.0,0.177682,5417
sqlite3,minimizer,10,24,3600,86400,28832,402879600.0,0.16876,5514
sqlite3,fast,1,24,3600,86400,28832,399279600.0,0.167252,5428
sqlite3,fast,2,24,3600,86400,28832,428499000.0,0.179492,5433
sqlite3,fast,3,24,3600,86400,28832,412158600.0,0.172647,5419
sqlite3,fast,4,24,3600,86400,28832,334447200.0,0.140095,5522
sqlite3,fast,5,24,3600,86400,28832,397042200.0,0.166315,5323
sqlite3,fast,6,24,3600,86400,28832,427352400.0,0.179012,5427
sqlite3,fast,7,24,3600,86400,28832,392025600.0,0.164214,5457
sqlite3,fast,8,24,3600,86400,28832,400892400.0,0.167928,5425
sqlite3,fast,9,24,3600,86400,28832,322304400.0,0.135009,4442
sqlite3,fast,10,24,3600,86400,28832,390832200.0,0.163714,5366
sqlite3,grimoire,1,24,3600,86400,28832,384224400.0,0.160946,5398
sqlite3,grimoire,2,24,3600,86400,28832,384465600.0,0.161047,5448
sqlite3,grimoire,3,24,3600,86400,28832,344376000.0,0.144254,5451
sqlite3,grimoire,4,24,3600,86400,28832,355347000.0,0.14885,5448
sqlite3,grimoire,5,24,3600,86400,28832,396743400.0,0.16619,5392
sqlite3,grimoire,6,24,3600,86400,28832,393325200.0,0.164758,5427
sqlite3,grimoire,7,24,3600,86400,28832,335233800.0,0.140424,5446
sqlite3,grimoire,8,24,3600,86400,28832,278355600.0,0.116599,3490
sqlite3,grimoire,9,24,3600,86400,28832,372303000.0,0.155952,5520
sqlite3,grimoire,10,24,3600,86400,28832,363610800.0,0.152311,5349
