target,branch_id,rep_branch_id,shape,region_id,group_size,is_rep
harfbuzz,9149,9149,--BR,"/src/harfbuzz/src/hb-ot-post-table.hh::OT::post::accelerator_t::get_glyph_name(unsigned int, char*, unsigned int) const::L150-199",1,1
harfbuzz,9199,9199,RB--,"/src/harfbuzz/src/hb-ot-shape-fallback.cc::hb-ot-shape-fallback.cc:recategorize_combining_class(unsigned int, unsigned int)::L150-199",1,1
harfbuzz,9249,9249,BR--,"/src/harfbuzz/src/hb-ot-shape.cc::hb_ot_shape_planner_t::compile(hb_ot_shape_plan_t&, hb_ot_shape_plan_key_t const&)::L200-249",1,1
harfbuzz,9260,9260,--RB,/src/harfbuzz/src/hb-ot-shape.cc::hb-ot-shape.cc:hb_set_unicode_props(hb_buffer_t*)::L450-499,1,1
harfbuzz,9266,9266,BR--,/src/harfbuzz/src/hb-ot-shape.cc::hb-ot-shape.cc:hb_ot_position_plan(hb_ot_shape_context_t const*)::L1000-1049,1,1
harfbuzz,9286,9286,--RB,/src/harfbuzz/src/hb-ot-shaper-arabic-joining-list.hh::hb-ot-shaper-use.cc:has_arabic_joining(hb_script_t)::L0-49,1,1
harfbuzz,9337,9337,RB--,/src/harfbuzz/src/hb-ot-shaper-indic-machine.hh::find_syllables_indic(hb_buffer_t*)::L550-599,1,1
harfbuzz,9398,9398,--RB,"/src/harfbuzz/src/hb-ot-shaper-indic.cc::hb-ot-shaper-indic.cc:final_reordering_syllable_indic(hb_ot_shape_plan_t const*, hb_buffer_t*, unsigned int, unsigned int)::L1050-1099",1,1
harfbuzz,9409,9409,--RB,"/src/harfbuzz/src/hb-ot-shaper-indic.cc::hb-ot-shaper-indic.cc:final_reordering_syllable_indic(hb_ot_shape_plan_t const*, hb_buffer_t*, unsigned int, unsigned int)::L1100-1149",1,1
harfbuzz,9412,9412,RB--,"/src/harfbuzz/src/hb-ot-shaper-indic.cc::hb-ot-shaper-indic.cc:final_reordering_syllable_indic(hb_ot_shape_plan_t const*, hb_buffer_t*, unsigned int, unsigned int)::L1150-1199",1,1
harfbuzz,9468,9468,--RB,"/src/harfbuzz/src/hb-ot-shaper-myanmar.cc::hb-ot-shaper-myanmar.cc:initial_reordering_consonant_syllable(hb_buffer_t*, unsigned int, unsigned int)::L200-249",1,1
harfbuzz,9477,9477,--RB,"/src/harfbuzz/src/hb-ot-shaper-myanmar.cc::hb-ot-shaper-myanmar.cc:initial_reordering_consonant_syllable(hb_buffer_t*, unsigned int, unsigned int)::L250-299",1,1
harfbuzz,9521,9521,RB--,/src/harfbuzz/src/hb-ot-shaper-use.cc::hb-ot-shaper-use.cc:is_halant_use(hb_glyph_info_t const&)::L350-399,1,1
harfbuzz,9564,9564,--RB,"/src/harfbuzz/src/hb-ot-shaper-vowel-constraints.cc::_hb_preprocess_text_vowel_constraints(hb_ot_shape_plan_t const*, hb_buffer_t*, hb_font_t*)::L100-149",1,1
harfbuzz,9708,9708,--RB,/src/harfbuzz/src/hb-ot-shaper.hh::hb-ot-shape-normalize.cc:hb_ot_shaper_categorize(hb_ot_shape_planner_t const*)::L300-349,1,1
harfbuzz,9462,9462,--RB,"/src/harfbuzz/src/hb-ot-shaper-myanmar.cc::hb-ot-shaper-myanmar.cc:initial_reordering_consonant_syllable(hb_buffer_t*, unsigned int, unsigned int)::L150-199",1,1
harfbuzz,9497,9497,RB--,"/src/harfbuzz/src/hb-ot-shaper-thai.cc::hb-ot-shaper-thai.cc:thai_pua_shape(unsigned int, thai_action_t, hb_font_t*)::L150-199",1,1
harfbuzz,9500,9500,RB--,"/src/harfbuzz/src/hb-ot-shaper-thai.cc::hb-ot-shaper-thai.cc:do_thai_pua_shaping(hb_ot_shape_plan_t const*, hb_buffer_t*, hb_font_t*)::L250-299",1,1
harfbuzz,8916,8920,RB--,/src/harfbuzz/src/hb-common.cc::hb_script_get_horizontal_direction::L600-649,2,0
harfbuzz,8920,8920,RB--,/src/harfbuzz/src/hb-common.cc::hb_script_get_horizontal_direction::L600-649,2,1
harfbuzz,9197,9197,--RB,"/src/harfbuzz/src/hb-ot-shape-fallback.cc::hb-ot-shape-fallback.cc:recategorize_combining_class(unsigned int, unsigned int)::L150-199",1,1
harfbuzz,9235,9235,-B-R,"/src/harfbuzz/src/hb-ot-shape.cc::hb_ot_shape_planner_t::compile(hb_ot_shape_plan_t&, hb_ot_shape_plan_key_t const&)::L150-199",5,1
