target,branch_id,file,function,line,col,side,source_line,n_decisive_pairs,decisive_pairs,involved_fuzzers,naive_resolved,naive_blocked,naive_unreached,cmplog_resolved,cmplog_blocked,cmplog_unreached,value_profile_resolved,value_profile_blocked,value_profile_unreached,value_profile_cmplog_resolved,value_profile_cmplog_blocked,value_profile_cmplog_unreached,max_prob_div,max_dur_div,max_hit_div,shape,region_id,group_size
libpng,7293,/src/libpng/pngrtran.c,OSS_FUZZ_png_do_read_transformations,4772,11,T,      if (row_info->color_type == PNG_COLOR_TYPE_PALETTE),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.95,""hit_div"":101.3}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,10.95,101.3,BR--,/src/libpng/pngrtran.c::OSS_FUZZ_png_do_read_transformations::L4750-4799,1
libpng,7343,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_sRGB,1327,8,T,   if (length != 1),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.95,""hit_div"":68.6}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,11.95,68.6,BR--,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_sRGB::L1300-1349,1
libpng,7376,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_eXIf,2047,8,T,   if (length < 2),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.15,""hit_div"":34.9}]","[""value_profile"", ""value_profile_cmplog""]",0,6,4,10,0,0,0,10,0,10,0,0,1.0,11.15,34.9,--BR,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_eXIf::L2000-2049,1
libpng,7425,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2767,30,T,   if (prefix_length > 79 || prefix_length < 1),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":10.85,""hit_div"":53.2}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,10.85,53.2,BR--,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_iTXt::L2750-2799,1
libpng,7458,/src/libpng/pngrutil.c,OSS_FUZZ_png_read_start_row,4457,11,T,      if (png_ptr->color_type == PNG_COLOR_TYPE_PALETTE),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.2,""hit_div"":7.0}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,4,6,0,10,0,0,1.0,11.2,7.0,BR--,/src/libpng/pngrutil.c::OSS_FUZZ_png_read_start_row::L4450-4499,1
libpng,7463,/src/libpng/pngrutil.c,OSS_FUZZ_png_read_start_row,4533,12,T,          (png_ptr->num_trans != 0 &&,1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":10,""prob_div"":1.0,""dur_div"":11.75,""hit_div"":16.6}]","[""cmplog"", ""naive""]",0,10,0,10,0,0,3,7,0,10,0,0,1.0,11.75,16.6,BR--,/src/libpng/pngrutil.c::OSS_FUZZ_png_read_start_row::L4500-4549,1
libpng,7291,/src/libpng/pngrtran.c,pngrtran.c:png_do_expand,4543,11,F,      if (row_info->bit_depth == 8),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":10,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":10.45,""hit_div"":72.5}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,9,0,1,1,8,10,0,0,0.9,10.45,72.5,-B-R,/src/libpng/pngrtran.c::pngrtran.c:png_do_expand::L4500-4549,1
libpng,7389,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_pHYs,2180,8,T,   if (length != 9),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":10.5,""hit_div"":66.8}]","[""value_profile"", ""value_profile_cmplog""]",3,7,0,10,0,0,1,9,0,10,0,0,0.9,10.5,66.8,--BR,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_pHYs::L2150-2199,1
libpng,7416,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_zTXt,2652,31,T,   if (keyword_length > 79 || keyword_length < 1),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""cmplog"",""loser"":""naive"",""winner_resolved"":10,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":10.55,""hit_div"":154.6}]","[""cmplog"", ""naive""]",1,9,0,10,0,0,4,6,0,10,0,0,0.9,10.55,154.6,BR--,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_zTXt::L2650-2699,1
libpng,7482,/src/libpng/pngset.c,OSS_FUZZ_png_set_tRNS,1032,11,F,      if (info_ptr->bit_depth < 16),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":10,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":11.3,""hit_div"":13.6}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,9,0,3,1,6,10,0,0,0.9,11.3,13.6,-B-R,/src/libpng/pngset.c::OSS_FUZZ_png_set_tRNS::L1000-1049,3
libpng,7685,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_bKGD,1973,8,T,   if (png_ptr->color_type == PNG_COLOR_TYPE_PALETTE),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":10,""prob_div"":0.9,""dur_div"":9.15,""hit_div"":1.9}]","[""cmplog"", ""value_profile_cmplog""]",0,10,0,0,10,0,3,7,0,9,1,0,0.9,9.15,1.9,-B-R,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_bKGD::L1950-1999,1
libpng,7978,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iCCP,1443,13,F,            keyword[keyword_length+1] == PNG_COMPRESSION_TYPE_BASE),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":9,""prob_div"":0.9,""dur_div"":9.91,""hit_div"":3.2}]","[""cmplog"", ""value_profile_cmplog""]",,,,0,9,1,9,0,1,9,1,0,0.9,9.91,3.2,-B-R,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_iCCP::L1400-1449,1
libpng,7188,/src/libpng/png.c,OSS_FUZZ_png_free_data,640,8,T,   if (((mask & PNG_FREE_HIST) & info_ptr->free_me) != 0),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":8,""loser_blocked"":10,""prob_div"":0.8,""dur_div"":8.95,""hit_div"":4.1}]","[""value_profile"", ""value_profile_cmplog""]",0,10,0,7,3,0,0,10,0,8,2,0,0.8,8.95,4.1,--BR,/src/libpng/png.c::OSS_FUZZ_png_free_data::L600-649,1
libpng,7289,/src/libpng/pngrtran.c,pngrtran.c:png_do_expand,4541,8,T,       trans_color != NULL),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":10.7,""hit_div"":595.8}]","[""value_profile"", ""value_profile_cmplog""]",0,3,7,10,0,0,2,8,0,10,0,0,0.8,10.7,595.8,--BR,/src/libpng/pngrtran.c::pngrtran.c:png_do_expand::L4500-4549,1
libpng,7319,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_PLTE,986,8,T,   if (num > max_palette_length),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":9,""prob_div"":0.8,""dur_div"":7.8,""hit_div"":8.9}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,9,0,3,4,3,9,1,0,0.8,7.8,8.9,-B-R,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_PLTE::L950-999,1
libpng,7326,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_IEND,1111,8,T,   if (length != 0),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":8,""loser_blocked"":9,""prob_div"":0.8,""dur_div"":9.12,""hit_div"":2.3}]","[""value_profile"", ""value_profile_cmplog""]",0,3,7,5,4,1,0,9,1,8,2,0,0.8,9.12,2.3,--BR,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_IEND::L1100-1149,1
libpng,7461,/src/libpng/pngrutil.c,OSS_FUZZ_png_read_start_row,4477,14,T,         if (png_ptr->num_trans != 0),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":10,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":10.75,""hit_div"":31.1}]","[""value_profile"", ""value_profile_cmplog""]",0,3,7,10,0,0,2,8,0,10,0,0,0.8,10.75,31.1,--BR,/src/libpng/pngrutil.c::OSS_FUZZ_png_read_start_row::L4450-4499,1
libpng,7526,/src/libpng/png.c,png.c:is_ICC_signature_char,1809,11,T,   return it == 32 || (it >= 48 && it <= 57) || (it >= 65 && it <= 90) ||,1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":5.47,""hit_div"":7.4}]","[""cmplog"", ""value_profile_cmplog""]",0,5,5,0,8,2,8,1,1,8,2,0,0.8,5.47,7.4,-B-R,/src/libpng/png.c::png.c:is_ICC_signature_char::L1800-1849,1
libpng,7754,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2810,35,F,      else if (compressed != 0 && prefix_length < length),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.8,""dur_div"":10.28,""hit_div"":1.3}]","[""cmplog"", ""value_profile_cmplog""]",0,10,0,0,8,2,5,5,0,8,2,0,0.8,10.28,1.3,-B-R,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_iTXt::L2800-2849,1
libpng,7360,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_tRNS,1843,11,F,      if (length != 2),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":9,""loser_blocked"":8,""prob_div"":0.7889,""dur_div"":8.57,""hit_div"":8.2}]","[""cmplog"", ""value_profile_cmplog""]",0,0,10,1,8,1,2,3,5,9,1,0,0.7889,8.57,8.2,-B-R,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_tRNS::L1800-1849,1
libpng,7375,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_bKGD,2018,44,T,         if (buf[0] != 0 || buf[2] != 0 || buf[4] != 0),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""B>A"",""winner"":""value_profile"",""loser"":""value_profile_cmplog"",""winner_resolved"":9,""loser_blocked"":8,""prob_div"":0.7,""dur_div"":8.35,""hit_div"":3.7}]","[""value_profile"", ""value_profile_cmplog""]",6,4,0,4,6,0,9,1,0,2,8,0,0.7,8.35,3.7,--RB,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_bKGD::L2000-2049,1
libpng,7424,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_iTXt,2767,8,T,   if (prefix_length > 79 || prefix_length < 1),1,"[{""A"":""cmplog"",""B"":""naive"",""delta"":""I2S"",""direction"":""B>A"",""winner"":""naive"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":9,""prob_div"":0.7,""dur_div"":9.0,""hit_div"":1.0}]","[""cmplog"", ""naive""]",8,2,0,1,9,0,9,1,0,5,5,0,0.7,9.0,1.0,RB--,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_iTXt::L2750-2799,1
libpng,7203,/src/libpng/png.c,OSS_FUZZ_png_colorspace_set_gamma,1146,11,F,"      if (png_colorspace_check_gamma(png_ptr, colorspace, gAMA,",1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":7.7,""hit_div"":29.5}]","[""cmplog"", ""value_profile_cmplog""]",0,10,0,2,8,0,6,4,0,8,2,0,0.6,7.7,29.5,-B-R,/src/libpng/png.c::OSS_FUZZ_png_colorspace_set_gamma::L1100-1149,1
libpng,7330,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_sBIT,1209,11,T,      if (buf[i] == 0 || buf[i] > sample_depth),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":5.95,""hit_div"":3.8}]","[""cmplog"", ""value_profile_cmplog""]",5,5,0,2,8,0,5,5,0,8,2,0,0.6,5.95,3.8,-B-R,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_sBIT::L1200-1249,1
libpng,7378,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_eXIf,2066,8,T,   if (info_ptr->eXIf_buf == NULL),1,"[{""A"":""value_profile_cmplog"",""B"":""cmplog"",""delta"":""value_profile"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""cmplog"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":6.4,""hit_div"":1.6}]","[""cmplog"", ""value_profile_cmplog""]",2,4,4,2,8,0,7,3,0,8,2,0,0.6,6.4,1.6,-B-R,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_eXIf::L2050-2099,1
libpng,7399,/src/libpng/pngrutil.c,OSS_FUZZ_png_handle_pCAL,2323,44,T,       (type == PNG_EQUATION_HYPERBOLIC && nparams != 4)),1,"[{""A"":""value_profile_cmplog"",""B"":""value_profile"",""delta"":""I2S"",""direction"":""A>B"",""winner"":""value_profile_cmplog"",""loser"":""value_profile"",""winner_resolved"":8,""loser_blocked"":8,""prob_div"":0.6,""dur_div"":5.5,""hit_div"":25.7}]","[""value_profile"", ""value_profile_cmplog""]",4,3,3,10,0,0,2,8,0,8,2,0,0.6,5.5,25.7,--BR,/src/libpng/pngrutil.c::OSS_FUZZ_png_handle_pCAL::L2300-2349,1
